username,status,reason,source,country,followers,avg_views_10,engagement_rate,shop_signals,shop_valid,shop_proof,shop_proof_method,email,email_source,email_verified,bio_url,bio,profile_url,source_url,fastmoss_units_sold,fastmoss_gmv,fastmoss_seller_id
the.ugc.room,,,tikhub_search,,,,,,,,,,,,,,,,,,
contentbyellao,,,tikhub_search,,,,,,,,,,,,,,,,,,
kate.ukugc,,,tikhub_search,,,,,,,,,,,,,,,,,,
sociallysyd,,,tikhub_search,,,,,,,,,,,,,,,,,,
georgiacreates_,,,tikhub_search,,,,,,,,,,,,,,,,,,
elena.mih11,,,tikhub_search,,,,,,,,,,,,,,,,,,
lucyscreatives.ugc,,,tikhub_search,,,,,,,,,,,,,,,,,,
jno.ugc,,,tikhub_search,,,,,,,,,,,,,,,,,,
chloenuthallugc,,,tikhub_search,,,,,,,,,,,,,,,,,,
laurenbwarnerr,,,tikhub_search,,,,,,,,,,,,,,,,,,
justemscontent,,,tikhub_search,,,,,,,,,,,,,,,,,,
charlotterosemorley,,,tikhub_search,,,,,,,,,,,,,,,,,,
thesocial.plot,,,tikhub_search,,,,,,,,,,,,,,,,,,
jade_edgington,,,tikhub_search,,,,,,,,,,,,,,,,,,
mil.a.ugc.lifestyle,,,tikhub_search,,,,,,,,,,,,,,,,,,
ugcwithsaz,,,tikhub_search,,,,,,,,,,,,,,,,,,
macy_ugc,,,tikhub_search,,,,,,,,,,,,,,,,,,
nmbridgette,,,tikhub_search,,,,,,,,,,,,,,,,,,
ugcwithmaisie,,,tikhub_search,,,,,,,,,,,,,,,,,,
ennaavi,,,tikhub_search,,,,,,,,,,,,,,,,,,
rach_naomi,,,tikhub_search,,,,,,,,,,,,,,,,,,
contentwithsoph,,,tikhub_search,,,,,,,,,,,,,,,,,,
ugcwithabbie_,,,tikhub_search,,,,,,,,,,,,,,,,,,
jenniferzoe.ugc,,,tikhub_search,,,,,,,,,,,,,,,,,,
oksy.ugc,,,tikhub_search,,,,,,,,,,,,,,,,,,
apressunday,,,tikhub_search,,,,,,,,,,,,,,,,,,
dianacreates_xo,,,tikhub_search,,,,,,,,,,,,,,,,,,
ugcwithjessx,,,tikhub_search,,,,,,,,,,,,,,,,,,
lunasigh,,,tikhub_search,,,,,,,,,,,,,,,,,,
ugcwithelise,,,tikhub_search,,,,,,,,,,,,,,,,,,
amyjadeugc,,,tikhub_search,,,,,,,,,,,,,,,,,,
the_digitalmo,,,tikhub_search,,,,,,,,,,,,,,,,,,
marissac_ugc,,,tikhub_search,,,,,,,,,,,,,,,,,,
missfavourite_,,,tikhub_search,,,,,,,,,,,,,,,,,,
elenasocials,,,tikhub_search,,,,,,,,,,,,,,,,,,
tiktokshopfunfinds,,,tikhub_search,,,,,,,,,,,,,,,,,,
tian.ugc,,,tikhub_search,,,,,,,,,,,,,,,,,,
svvrjo,,,tikhub_search,,,,,,,,,,,,,,,,,,
ican.roblox,,,tikhub_search,,,,,,,,,,,,,,,,,,
lawandlipglosss,,,tikhub_search,,,,,,,,,,,,,,,,,,
alissyadiperna99,,,tikhub_search,,,,,,,,,,,,,,,,,,
sevvkaur,,,tikhub_search,,,,,,,,,,,,,,,,,,
sharoncasadei,,,tikhub_search,,,,,,,,,,,,,,,,,,
viralbyana1,,,tikhub_search,,,,,,,,,,,,,,,,,,
moniapellicani,,,tikhub_search,,,,,,,,,,,,,,,,,,
beautyof_chia,,,tikhub_search,,,,,,,,,,,,,,,,,,
thenatalienova,,,tikhub_search,,,,,,,,,,,,,,,,,,
giuli_romanelliii,,,tikhub_search,,,,,,,,,,,,,,,,,,
smobyme,,,tikhub_search,,,,,,,,,,,,,,,,,,
ninabiala_,,,tikhub_search,,,,,,,,,,,,,,,,,,
microinfluenceritalia,,,tikhub_search,,,,,,,,,,,,,,,,,,
whok1lledava,,,tikhub_search,,,,,,,,,,,,,,,,,,
ashlynnebennett,,,tikhub_search,,,,,,,,,,,,,,,,,,
rosalinda_ven_ugc,,,tikhub_search,,,,,,,,,,,,,,,,,,
ariana.aarellano,,,tikhub_search,,,,,,,,,,,,,,,,,,
mitharagunapala,,,tikhub_search,,,,,,,,,,,,,,,,,,
anikaalways,,,tikhub_search,,,,,,,,,,,,,,,,,,
rebeccamombelloni,,,tikhub_search,,,,,,,,,,,,,,,,,,
wed_amore,,,tikhub_search,,,,,,,,,,,,,,,,,,
cnn,,,tikhub_search,,,,,,,,,,,,,,,,,,
sarahcreator22,,,tikhub_search,,,,,,,,,,,,,,,,,,
alice.ugc,,,tikhub_search,,,,,,,,,,,,,,,,,,
vanessasskin,,,tikhub_search,,,,,,,,,,,,,,,,,,
vivs_makeup,,,tikhub_search,,,,,,,,,,,,,,,,,,
museofglowup,,,tikhub_search,,,,,,,,,,,,,,,,,,
lolitadantes,,,tikhub_search,,,,,,,,,,,,,,,,,,
adawgfizzle,,,tikhub_search,,,,,,,,,,,,,,,,,,
jemima_cara,,,tikhub_search,,,,,,,,,,,,,,,,,,
othilhokjqz,,,tikhub_search,,,,,,,,,,,,,,,,,,
completemodness,,,tikhub_search,,,,,,,,,,,,,,,,,,
coral.guadalupe,,,tikhub_search,,,,,,,,,,,,,,,,,,
federagovernment,,,tikhub_search,,,,,,,,,,,,,,,,,,
lou.mjars,,,tikhub_search,,,,,,,,,,,,,,,,,,
erin.talks.shop,,,tikhub_search,,,,,,,,,,,,,,,,,,
dani.blue13,,,tikhub_search,,,,,,,,,,,,,,,,,,
oduevaglobal,,,tikhub_search,,,,,,,,,,,,,,,,,,
somebymi.official_uk,,,tikhub_search,,,,,,,,,,,,,,,,,,
emmascreatorjourney,,,tikhub_search,,,,,,,,,,,,,,,,,,
shoppingwithheather26,,,tikhub_search,,,,,,,,,,,,,,,,,,
serenashopaddiction,,,tikhub_search,,,,,,,,,,,,,,,,,,
charge_it_to_the_game_,,,tikhub_search,,,,,,,,,,,,,,,,,,
ol_kristina,,,tikhub_search,,,,,,,,,,,,,,,,,,
mayorcobson,,,tikhub_search,,,,,,,,,,,,,,,,,,
brittany.reviews,,,tikhub_search,,,,,,,,,,,,,,,,,,
shopwithamyb,,,tikhub_search,,,,,,,,,,,,,,,,,,
mir_reviews,,,tikhub_search,,,,,,,,,,,,,,,,,,
o6bw0,,,tikhub_search,,,,,,,,,,,,,,,,,,
theellenm,,,tikhub_search,,,,,,,,,,,,,,,,,,
x746sv2kp0bz,,,tikhub_search,,,,,,,,,,,,,,,,,,
zg8udsl3q3br,,,tikhub_search,,,,,,,,,,,,,,,,,,
claireshoptok,,,tikhub_search,,,,,,,,,,,,,,,,,,
chqasimali039,,,tikhub_search,,,,,,,,,,,,,,,,,,
kirsty_joyce_,,,tikhub_search,,,,,,,,,,,,,,,,,,
ewuraadepa_2,,,tikhub_search,,,,,,,,,,,,,,,,,,
goglamapparel,,,tikhub_search,,,,,,,,,,,,,,,,,,
ugcpreneur,,,tikhub_search,,,,,,,,,,,,,,,,,,
brittmarie.x,,,tikhub_search,,,,,,,,,,,,,,,,,,
clarendon_games,,,tikhub_search,,,,,,,,,,,,,,,,,,
chloestiptokshop,,,tikhub_search,,,,,,,,,,,,,,,,,,
jacklynoncameraa,,,tikhub_search,,,,,,,,,,,,,,,,,,
tomthedigitalmarketer,,,tikhub_search,,,,,,,,,,,,,,,,,,
createherfaith,,,tikhub_search,,,,,,,,,,,,,,,,,,
vvs.chel,,,tikhub_search,,,,,,,,,,,,,,,,,,
tanas_ocean_jewellery,,,tikhub_search,,,,,,,,,,,,,,,,,,
jiggajaitiktokshop,,,tikhub_search,,,,,,,,,,,,,,,,,,
ukpakistan70,,,tikhub_search,,,,,,,,,,,,,,,,,,
lshopfinds,,,tikhub_search,,,,,,,,,,,,,,,,,,
tarasitara370,,,tikhub_search,,,,,,,,,,,,,,,,,,
tiktokshop_uk,,,tikhub_search,,,,,,,,,,,,,,,,,,
shopuk33,,,tikhub_search,,,,,,,,,,,,,,,,,,
hayafun0,,,tikhub_search,,,,,,,,,,,,,,,,,,
adhdlandia,,,tikhub_search,,,,,,,,,,,,,,,,,,
tina.fidgettoy.factory,,,tikhub_search,,,,,,,,,,,,,,,,,,
zerowastestore,,,tikhub_search,,,,,,,,,,,,,,,,,,
ecombryce_2,,,tikhub_search,,,,,,,,,,,,,,,,,,
melvinntpp,,,tikhub_search,,,,,,,,,,,,,,,,,,
stellarmwosbtd,,,tikhub_search,,,,,,,,,,,,,,,,,,
lauza.c,,,tikhub_search,,,,,,,,,,,,,,,,,,
sophienielsenx,,,tikhub_search,,,,,,,,,,,,,,,,,,
haicard,,,tikhub_search,,,,,,,,,,,,,,,,,,
tracey.parker_tiktok,,,tikhub_search,,,,,,,,,,,,,,,,,,
squidge37,,,tikhub_search,,,,,,,,,,,,,,,,,,
ameliaheath_,,,tikhub_search,,,,,,,,,,,,,,,,,,
roojminivibes,,,tikhub_search,,,,,,,,,,,,,,,,,,
melissa_shawe,,,tikhub_search,,,,,,,,,,,,,,,,,,
schaell23,,,tikhub_search,,,,,,,,,,,,,,,,,,
livingwithsmita,,,tikhub_search,,,,,,,,,,,,,,,,,,
lifestylegirlyxox,,,tikhub_search,,,,,,,,,,,,,,,,,,
vasillevaaa5,,,tikhub_search,,,,,,,,,,,,,,,,,,
lydxo85,,,tikhub_search,,,,,,,,,,,,,,,,,,
motherhoodwithamy,,,tikhub_search,,,,,,,,,,,,,,,,,,
cozybooknook1,,,tikhub_search,,,,,,,,,,,,,,,,,,
america2uk,,,tikhub_search,,,,,,,,,,,,,,,,,,
jerikaxoo,,,tikhub_search,,,,,,,,,,,,,,,,,,
laxmisunar__,,,tikhub_search,,,,,,,,,,,,,,,,,,
berylroyal,,,tikhub_search,,,,,,,,,,,,,,,,,,
birthofamother,,,tikhub_search,,,,,,,,,,,,,,,,,,
postiveshaz,,,tikhub_search,,,,,,,,,,,,,,,,,,
whoisjessie15,,,tikhub_search,,,,,,,,,,,,,,,,,,
sukinarosie,,,tikhub_search,,,,,,,,,,,,,,,,,,
wincentsh1ts2,,,tikhub_search,,,,,,,,,,,,,,,,,,
shreksicons,,,tikhub_search,,,,,,,,,,,,,,,,,,
rachlouisefrost,,,tikhub_search,,,,,,,,,,,,,,,,,,
mikkaylaa.t,,,tikhub_search,,,,,,,,,,,,,,,,,,
sh0wsun,,,tikhub_search,,,,,,,,,,,,,,,,,,
maliabananola,,,tikhub_search,,,,,,,,,,,,,,,,,,
mumtoameliagrace,,,tikhub_search,,,,,,,,,,,,,,,,,,
ladiesldn,,,tikhub_search,,,,,,,,,,,,,,,,,,
sase_boutiques,,,tikhub_search,,,,,,,,,,,,,,,,,,
ellarutterrx,,,tikhub_search,,,,,,,,,,,,,,,,,,
jamieleighplatt,,,tikhub_search,,,,,,,,,,,,,,,,,,
emily_palau,,,tikhub_search,,,,,,,,,,,,,,,,,,
digitallyhannah,,,tikhub_search,,,,,,,,,,,,,,,,,,
anajuliarodrip,,,tikhub_search,,,,,,,,,,,,,,,,,,
malijones.s,,,tikhub_search,,,,,,,,,,,,,,,,,,
jodyroostan,,,tikhub_search,,,,,,,,,,,,,,,,,,
shezdawson,,,tikhub_search,,,,,,,,,,,,,,,,,,
byhannahemily,,,tikhub_search,,,,,,,,,,,,,,,,,,
avagrowth3,,,tikhub_search,,,,,,,,,,,,,,,,,,
hiyaimalex,,,tikhub_search,,,,,,,,,,,,,,,,,,
carriependle,,,tikhub_search,,,,,,,,,,,,,,,,,,
leeyah_xxxxx,,,tikhub_search,,,,,,,,,,,,,,,,,,
bethmfuller,,,tikhub_search,,,,,,,,,,,,,,,,,,
karyssa90,,,tikhub_search,,,,,,,,,,,,,,,,,,
jess.online2,,,tikhub_search,,,,,,,,,,,,,,,,,,
jakeh4rper,,,tikhub_search,,,,,,,,,,,,,,,,,,
joli_app,,,tikhub_search,,,,,,,,,,,,,,,,,,
veronicariverox,,,tikhub_search,,,,,,,,,,,,,,,,,,
nlondors,,,tikhub_search,,,,,,,,,,,,,,,,,,
jessicagrowth,,,tikhub_search,,,,,,,,,,,,,,,,,,
vanessaborrini19,,,tikhub_search,,,,,,,,,,,,,,,,,,
tayburby,,,tikhub_search,,,,,,,,,,,,,,,,,,
everalondon,,,tikhub_search,,,,,,,,,,,,,,,,,,
pr2hu,,,tikhub_search,,,,,,,,,,,,,,,,,,
abbgaskelll,,,tikhub_search,,,,,,,,,,,,,,,,,,
amaris_growth8,,,tikhub_search,,,,,,,,,,,,,,,,,,
lauraprpage,,,tikhub_search,,,,,,,,,,,,,,,,,,
ainchiara,,,tikhub_search,,,,,,,,,,,,,,,,,,
maddiefromplanetearth,,,tikhub_search,,,,,,,,,,,,,,,,,,
formaathleisure,,,tikhub_search,,,,,,,,,,,,,,,,,,
_gooseylu,,,tikhub_search,,,,,,,,,,,,,,,,,,
larisabucur_,,,tikhub_search,,,,,,,,,,,,,,,,,,
ksuinlondon,,,tikhub_search,,,,,,,,,,,,,,,,,,
calistaboamah,,,tikhub_search,,,,,,,,,,,,,,,,,,
rachbrookes1,,,tikhub_search,,,,,,,,,,,,,,,,,,
graceleilarkt,,,tikhub_search,,,,,,,,,,,,,,,,,,
lucy_ndua,,,tikhub_search,,,,,,,,,,,,,,,,,,
xogolda,,,tikhub_search,,,,,,,,,,,,,,,,,,
jessica_shortform,,,tikhub_search,,,,,,,,,,,,,,,,,,
the_mahtilda,,,tikhub_search,,,,,,,,,,,,,,,,,,
the.wellness.diary.nf,,,tikhub_search,,,,,,,,,,,,,,,,,,
abbyandbambi,,,tikhub_search,,,,,,,,,,,,,,,,,,
chloxrowe,,,tikhub_search,,,,,,,,,,,,,,,,,,
zoehudsonx,,,tikhub_search,,,,,,,,,,,,,,,,,,
moonchild_.co,,,tikhub_search,,,,,,,,,,,,,,,,,,
basically.aprivate.story,,,tikhub_search,,,,,,,,,,,,,,,,,,
emilylouiseyt,,,tikhub_search,,,,,,,,,,,,,,,,,,
sophia_viral_98,,,tikhub_search,,,,,,,,,,,,,,,,,,
danielle.rutterugc,,,tikhub_search,,,,,,,,,,,,,,,,,,
jenna_inc,,,tikhub_search,,,,,,,,,,,,,,,,,,
lys.skincare,,,tikhub_search,,,,,,,,,,,,,,,,,,
m.o.ibeauty,,,tikhub_search,,,,,,,,,,,,,,,,,,
livgeorgiou,,,tikhub_search,,,,,,,,,,,,,,,,,,
stylefixbyjenny,,,tikhub_search,,,,,,,,,,,,,,,,,,
raynaprpage,,,tikhub_search,,,,,,,,,,,,,,,,,,
304clothing,,,tikhub_search,,,,,,,,,,,,,,,,,,
marinagudov,,,tikhub_search,,,,,,,,,,,,,,,,,,
sofiee045,,,tikhub_search,,,,,,,,,,,,,,,,,,
racheldougaryx,,,tikhub_search,,,,,,,,,,,,,,,,,,
